year,month,market,arrivals
2021,12,豪州,124
2021,1,ニュージーランド,41
2021,2,ニュージーランド,15
2021,3,ニュージーランド,23
2021,4,ニュージーランド,31
2021,5,ニュージーランド,29
2021,6,ニュージーランド,26
2021,7,ニュージーランド,700
2021,8,ニュージーランド,156
2021,9,ニュージーランド,111
2021,10,ニュージーランド,90
2021,11,ニュージーランド,125
2021,12,ニュージーランド,57
2021,1,その他オセアニア,1
2021,2,その他オセアニア,3
2021,3,その他オセアニア,5
2021,4,その他オセアニア,3
2021,5,その他オセアニア,14
2021,6,その他オセアニア,23
2021,7,その他オセアニア,149
2021,8,その他オセアニア,20
2021,9,その他オセアニア,10
2021,10,その他オセアニア,18
2021,11,その他オセアニア,31
2021,12,その他オセアニア,7
2021,1,無国籍・その他,2
2021,2,無国籍・その他,3
2021,3,無国籍・その他,2
2021,4,無国籍・その他,2
2021,5,無国籍・その他,2
2021,6,無国籍・その他,1
2021,7,無国籍・その他,14
2021,8,無国籍・その他,2
2021,9,無国籍・その他,2
2021,10,無国籍・その他,2
2021,11,無国籍・その他,0
2021,12,無国籍・その他,1
2022,1,総数,17766
2022,2,総数,16719
2022,3,総数,66121
2022,4,総数,139548
2022,5,総数,147046
2022,6,総数,120430
2022,7,総数,144578
2022,8,総数,169902
2022,9,総数,206641
2022,10,総数,498646
2022,11,総数,934599
2022,12,総数,1370114
2022,1,アジア計,11349
2022,2,アジア計,14395
2022,3,アジア計,54548
2022,4,アジア計,118646
2022,5,アジア計,121863
2022,6,アジア計,92092
2022,7,アジア計,104132
2022,8,アジア計,124377
2022,9,アジア計,144547
2022,10,アジア計,355853
2022,11,アジア計,738060
2022,12,アジア計,1121430
2022,1,韓国,1264
2022,2,韓国,913
2022,3,韓国,6694
2022,4,韓国,7699
2022,5,韓国,8805
2022,6,韓国,11168
2022,7,韓国,20384
2022,8,韓国,28515
2022,9,韓国,32764
2022,10,韓国,122959
2022,11,韓国,315421
2022,12,韓国,456165
2022,1,中国,1490
2022,2,中国,2359
2022,3,中国,9799
2022,4,中国,22371
2022,5,中国,17643
2022,6,中国,14657
2022,7,中国,14803
2022,8,中国,12332
2022,9,中国,17590
2022,10,中国,21498
2022,11,中国,21016
2022,12,中国,33567
2022,1,台湾,492
2022,2,台湾,601
2022,3,台湾,2461
2022,4,台湾,2838
2022,5,台湾,1861
2022,6,台湾,2416
2022,7,台湾,3945
2022,8,台湾,5007
2022,9,台湾,6756
2022,10,台湾,35028
2022,11,台湾,99533
2022,12,台湾,170159
2022,1,香港,71
2022,2,香港,70
2022,3,香港,488
2022,4,香港,1320
2022,5,香港,744
2022,6,香港,833
2022,7,香港,1091
2022,8,香港,1299
2022,9,香港,2824
2022,10,香港,36242
2022,11,香港,82989
2022,12,香港,141314
2022,1,タイ,356
2022,2,タイ,137
2022,3,タイ,2165
2022,4,タイ,3193
2022,5,タイ,2922
2022,6,タイ,2544
2022,7,タイ,4794
2022,8,タイ,5115
2022,9,タイ,7622
2022,10,タイ,34115
2022,11,タイ,52077
2022,12,タイ,82997
2022,1,シンガポール,72
2022,2,シンガポール,86
2022,3,シンガポール,294
2022,4,シンガポール,597
2022,5,シンガポール,1215
2022,6,シンガポール,1388
2022,7,シンガポール,1967
2022,8,シンガポール,1763
2022,9,シンガポール,2887
2022,10,シンガポール,14336
2022,11,シンガポール,40321
2022,12,シンガポール,67043
2022,1,マレーシア,171
2022,2,マレーシア,109
2022,3,マレーシア,569
2022,4,マレーシア,1094
2022,5,マレーシア,1636
2022,6,マレーシア,1165
2022,7,マレーシア,1616
2022,8,マレーシア,2248
2022,9,マレーシア,2967
2022,10,マレーシア,8773
2022,11,マレーシア,17519
2022,12,マレーシア,36228
2022,1,インドネシア,484
2022,2,インドネシア,539
2022,3,インドネシア,5486
2022,4,インドネシア,11666
2022,5,インドネシア,8720
2022,6,インドネシア,7041
2022,7,インドネシア,7212
2022,8,インドネシア,6933
2022,9,インドネシア,9186
2022,10,インドネシア,11085
2022,11,インドネシア,16960
2022,12,インドネシア,34411
2022,1,フィリピン,952
2022,2,フィリピン,952
2022,3,フィリピン,4211
2022,4,フィリピン,8485
2022,5,フィリピン,6699
2022,6,フィリピン,5935
2022,7,フィリピン,6888
2022,8,フィリピン,7824
2022,9,フィリピン,8479
2022,10,フィリピン,14775
2022,11,フィリピン,21689
2022,12,フィリピン,39953
2022,1,ベトナム,424
2022,2,ベトナム,2613
2022,3,ベトナム,10096
2022,4,ベトナム,29810
2022,5,ベトナム,39040
2022,6,ベトナム,22877
2022,7,ベトナム,22738
2022,8,ベトナム,33052
2022,9,ベトナム,30871
2022,10,ベトナム,30811
2022,11,ベトナム,33584
2022,12,ベトナム,28197
2022,1,インド,2058
2022,2,インド,1660
2022,3,インド,2279
2022,4,インド,3649
2022,5,インド,4501
2022,6,インド,3454
2022,7,インド,4178
2022,8,インド,5502
2022,9,インド,5223
2022,10,インド,6006
2022,11,インド,8357
2022,12,インド,7447
2022,1,中東地域,161
2022,2,中東地域,77
2022,3,中東地域,296
2022,4,中東地域,437
2022,5,中東地域,630
2022,6,中東地域,762
2022,7,中東地域,935
2022,8,中東地域,926
2022,9,中東地域,1832
2022,10,中東地域,4085
2022,11,中東地域,6522
2022,12,中東地域,4764
2022,1,マカオ,5
2022,2,マカオ,3
2022,3,マカオ,9
2022,4,マカオ,42
2022,5,マカオ,32
2022,6,マカオ,12
2022,7,マカオ,35
2022,8,マカオ,13
2022,9,マカオ,57
2022,10,マカオ,186
2022,11,マカオ,273
2022,12,マカオ,692
2022,1,モンゴル,186
2022,2,モンゴル,198
2022,3,モンゴル,1211
2022,4,モンゴル,2086
2022,5,モンゴル,1042
2022,6,モンゴル,1065
2022,7,モンゴル,1669
2022,8,モンゴル,2576
2022,9,モンゴル,2699
2022,10,モンゴル,2010
2022,11,モンゴル,2102
2022,12,モンゴル,2423
2022,1,その他アジア,3163
2022,2,その他アジア,4078
2022,3,その他アジア,8490
2022,4,その他アジア,23359
2022,5,その他アジア,26373
2022,6,その他アジア,16775
2022,7,その他アジア,11877
2022,8,その他アジア,11272
2022,9,その他アジア,12790
2022,10,その他アジア,13944
2022,11,その他アジア,19697
2022,12,その他アジア,16070
2022,1,ヨーロッパ計,3168
2022,2,ヨーロッパ計,929
2022,3,ヨーロッパ計,5758
2022,4,ヨーロッパ計,11459
2022,5,ヨーロッパ計,12302
2022,6,ヨーロッパ計,13410
2022,7,ヨーロッパ計,19177
2022,8,ヨーロッパ計,20929
2022,9,ヨーロッパ計,31372
2022,10,ヨーロッパ計,58126
2022,11,ヨーロッパ計,65559
2022,12,ヨーロッパ計,62316
2022,1,英国,485
2022,2,英国,148
2022,3,英国,763
2022,4,英国,1610
2022,5,英国,1926
2022,6,英国,2044
2022,7,英国,2889
2022,8,英国,3924
2022,9,英国,4494
2022,10,英国,10309
2022,11,英国,13607
2022,12,英国,15297
2022,1,フランス,676
2022,2,フランス,140
2022,3,フランス,835
2022,4,フランス,1735
2022,5,フランス,2008
2022,6,フランス,2351
2022,7,フランス,3561
2022,8,フランス,3512
2022,9,フランス,5310
2022,10,フランス,11074
2022,11,フランス,10810
2022,12,フランス,10770
2022,1,ドイツ,335
2022,2,ドイツ,81
2022,3,ドイツ,714
2022,4,ドイツ,1649
2022,5,ドイツ,2241
2022,6,ドイツ,2089
2022,7,ドイツ,3520
2022,8,ドイツ,3458
2022,9,ドイツ,5300
2022,10,ドイツ,8943
2022,11,ドイツ,9673
2022,12,ドイツ,7745
2022,1,イタリア,252
2022,2,イタリア,46
2022,3,イタリア,394
2022,4,イタリア,800
2022,5,イタリア,897
2022,6,イタリア,1009
2022,7,イタリア,1384
2022,8,イタリア,1582
2022,9,イタリア,2647
2022,10,イタリア,4505
2022,11,イタリア,5237
2022,12,イタリア,4930
2022,1,ロシア,220
2022,2,ロシア,112
2022,3,ロシア,558
2022,4,ロシア,751
2022,5,ロシア,357
2022,6,ロシア,548
2022,7,ロシア,778
2022,8,ロシア,655
2022,9,ロシア,1207
2022,10,ロシア,1580
2022,11,ロシア,1975
2022,12,ロシア,1583
2022,1,スペイン,301
2022,2,スペイン,53
2022,3,スペイン,262
2022,4,スペイン,444
2022,5,スペイン,517
2022,6,スペイン,539
2022,7,スペイン,816
2022,8,スペイン,1116
2022,9,スペイン,1952
2022,10,スペイン,2819
2022,11,スペイン,3622
2022,12,スペイン,3485
2022,1,スウェーデン,65
2022,2,スウェーデン,12
2022,3,スウェーデン,109
2022,4,スウェーデン,258
2022,5,スウェーデン,332
2022,6,スウェーデン,444
2022,7,スウェーデン,368
2022,8,スウェーデン,516
2022,9,スウェーデン,761
2022,10,スウェーデン,1498
2022,11,スウェーデン,1754
2022,12,スウェーデン,1783
2022,1,オランダ,77
2022,2,オランダ,18
2022,3,オランダ,195
2022,4,オランダ,381
2022,5,オランダ,534
2022,6,オランダ,543
2022,7,オランダ,764
2022,8,オランダ,630
2022,9,オランダ,1186
2022,10,オランダ,2409
2022,11,オランダ,2732
2022,12,オランダ,2595
2022,1,スイス,40
2022,2,スイス,21
2022,3,スイス,132
2022,4,スイス,322
2022,5,スイス,314
2022,6,スイス,350
2022,7,スイス,653
2022,8,スイス,518
2022,9,スイス,818
2022,10,スイス,1852
2022,11,スイス,1943
2022,12,スイス,1954
2022,1,ベルギー,47
2022,2,ベルギー,13
2022,3,ベルギー,129
2022,4,ベルギー,175
2022,5,ベルギー,235
2022,6,ベルギー,301
2022,7,ベルギー,406
2022,8,ベルギー,349
2022,9,ベルギー,708
2022,10,ベルギー,1375
2022,11,ベルギー,1333
2022,12,ベルギー,1540
2022,1,フィンランド,42
2022,2,フィンランド,11
2022,3,フィンランド,70
2022,4,フィンランド,147
2022,5,フィンランド,241
2022,6,フィンランド,235
2022,7,フィンランド,188
2022,8,フィンランド,296
2022,9,フィンランド,544
2022,10,フィンランド,885
2022,11,フィンランド,992
2022,12,フィンランド,957
2022,1,ポーランド,50
2022,2,ポーランド,9
2022,3,ポーランド,88
2022,4,ポーランド,119
2022,5,ポーランド,190
2022,6,ポーランド,263
2022,7,ポーランド,328
2022,8,ポーランド,339
2022,9,ポーランド,692
2022,10,ポーランド,1110
2022,11,ポーランド,1628
2022,12,ポーランド,929
2022,1,デンマーク,45
2022,2,デンマーク,11
2022,3,デンマーク,87
2022,4,デンマーク,167
2022,5,デンマーク,263
2022,6,デンマーク,289
2022,7,デンマーク,258
2022,8,デンマーク,433
2022,9,デンマーク,570
2022,10,デンマーク,1175
2022,11,デンマーク,1150
2022,12,デンマーク,955
2022,1,ノルウェー,28
2022,2,ノルウェー,10
2022,3,ノルウェー,80
2022,4,ノルウェー,99
2022,5,ノルウェー,134
2022,6,ノルウェー,141
2022,7,ノルウェー,157
2022,8,ノルウェー,230
2022,9,ノルウェー,484
2022,10,ノルウェー,732
2022,11,ノルウェー,755
2022,12,ノルウェー,886
2022,1,オーストリア,39
2022,2,オーストリア,9
2022,3,オーストリア,81
2022,4,オーストリア,158
2022,5,オーストリア,234
2022,6,オーストリア,219
2022,7,オーストリア,379
2022,8,オーストリア,324
2022,9,オーストリア,570
2022,10,オーストリア,1091
2022,11,オーストリア,1030
2022,12,オーストリア,891
2022,1,ポルトガル,22
2022,2,ポルトガル,8
2022,3,ポルトガル,68
2022,4,ポルトガル,153
2022,5,ポルトガル,98
2022,6,ポルトガル,139
2022,7,ポルトガル,193
2022,8,ポルトガル,182
2022,9,ポルトガル,221
2022,10,ポルトガル,648
2022,11,ポルトガル,748
2022,12,ポルトガル,696
2022,1,アイルランド,72
2022,2,アイルランド,19
2022,3,アイルランド,62
2022,4,アイルランド,131
2022,5,アイルランド,204
2022,6,アイルランド,216
2022,7,アイルランド,272
2022,8,アイルランド,423
2022,9,アイルランド,367
2022,10,アイルランド,827
2022,11,アイルランド,971
2022,12,アイルランド,894
2022,1,その他ヨーロッパ,372
2022,2,その他ヨーロッパ,208
2022,3,その他ヨーロッパ,1131
2022,4,その他ヨーロッパ,2360
2022,5,その他ヨーロッパ,1577
2022,6,その他ヨーロッパ,1690
2022,7,その他ヨーロッパ,2263
2022,8,その他ヨーロッパ,2442
2022,9,その他ヨーロッパ,3541
2022,10,その他ヨーロッパ,5294
2022,11,その他ヨーロッパ,5599
2022,12,その他ヨーロッパ,4426
2022,1,アフリカ計,331
2022,2,アフリカ計,282
2022,3,アフリカ計,772
2022,4,アフリカ計,889
2022,5,アフリカ計,949
2022,6,アフリカ計,753
2022,7,アフリカ計,945
2022,8,アフリカ計,1358
2022,9,アフリカ計,1942
2022,10,アフリカ計,2338
2022,11,アフリカ計,1933
2022,12,アフリカ計,2121
2022,1,北アメリカ計,2237
2022,2,北アメリカ計,755
2022,3,北アメリカ計,3825
2022,4,北アメリカ計,6322
2022,5,北アメリカ計,9430
2022,6,北アメリカ計,11293
2022,7,北アメリカ計,16337
2022,8,北アメリカ計,18645
2022,9,北アメリカ計,21523
2022,10,北アメリカ計,65619
2022,11,北アメリカ計,102806
2022,12,北アメリカ計,133217
2022,1,米国,1785
2022,2,米国,595
2022,3,米国,3199
2022,4,米国,5214
2022,5,米国,8066
2022,6,米国,9724
2022,7,米国,14127
2022,8,米国,15823
2022,9,米国,17965
2022,10,米国,53242
2022,11,米国,84289
2022,12,米国,109484
2022,1,カナダ,223
2022,2,カナダ,101
2022,3,カナダ,362
2022,4,カナダ,711
2022,5,カナダ,949
2022,6,カナダ,1179
2022,7,カナダ,1622
2022,8,カナダ,2009
2022,9,カナダ,2396
2022,10,カナダ,9847
2022,11,カナダ,15868
2022,12,カナダ,20610
2022,1,メキシコ,110
2022,2,メキシコ,22
2022,3,メキシコ,165
2022,4,メキシコ,217
2022,5,メキシコ,229
2022,6,メキシコ,268
2022,7,メキシコ,371
2022,8,メキシコ,514
2022,9,メキシコ,771
2022,10,メキシコ,1951
2022,11,メキシコ,2037
2022,12,メキシコ,2497
2022,1,その他北アメリカ,119
2022,2,その他北アメリカ,37
2022,3,その他北アメリカ,99
2022,4,その他北アメリカ,180
2022,5,その他北アメリカ,186
2022,6,その他北アメリカ,122
2022,7,その他北アメリカ,217
2022,8,その他北アメリカ,299
2022,9,その他北アメリカ,391
2022,10,その他北アメリカ,579
2022,11,その他北アメリカ,612
2022,12,その他北アメリカ,626
2022,1,南アメリカ計,412
2022,2,南アメリカ計,190
2022,3,南アメリカ計,455
2022,4,南アメリカ計,807
2022,5,南アメリカ計,719
2022,6,南アメリカ計,863
2022,7,南アメリカ計,1003
2022,8,南アメリカ計,1198
2022,9,南アメリカ計,1579
2022,10,南アメリカ計,2977
2022,11,南アメリカ計,3177
2022,12,南アメリカ計,4272
2022,1,ブラジル,279
2022,2,ブラジル,117
2022,3,ブラジル,275
2022,4,ブラジル,434
2022,5,ブラジル,348
2022,6,ブラジル,424
2022,7,ブラジル,527
2022,8,ブラジル,602
2022,9,ブラジル,864
2022,10,ブラジル,1489
2022,11,ブラジル,1484
2022,12,ブラジル,2593
2022,1,その他南アメリカ,133
2022,2,その他南アメリカ,73
2022,3,その他南アメリカ,180
2022,4,その他南アメリカ,373
2022,5,その他南アメリカ,371
2022,6,その他南アメリカ,439
2022,7,その他南アメリカ,476
2022,8,その他南アメリカ,596
2022,9,その他南アメリカ,715
2022,10,その他南アメリカ,1488
2022,11,その他南アメリカ,1693
2022,12,その他南アメリカ,1679
2022,1,オセアニア計,266
2022,2,オセアニア計,168
2022,3,オセアニア計,756
2022,4,オセアニア計,1422
2022,5,オセアニア計,1780
2022,6,オセアニア計,2010
2022,7,オセアニア計,2973
2022,8,オセアニア計,3386
2022,9,オセアニア計,5663
2022,10,オセアニア計,13720
2022,11,オセアニア計,23042
2022,12,オセアニア計,46735
2022,1,豪州,220
2022,2,豪州,134
2022,3,豪州,612
2022,4,豪州,1119
2022,5,豪州,1503
2022,6,豪州,1639
2022,7,豪州,2330
2022,8,豪州,2697
2022,9,豪州,4689
2022,10,豪州,11677
2022,11,豪州,20193
2022,12,豪州,41835
2022,1,ニュージーランド,40
2022,2,ニュージーランド,26
2022,3,ニュージーランド,106
2022,4,ニュージーランド,228
2022,5,ニュージーランド,220
2022,6,ニュージーランド,309
2022,7,ニュージーランド,575
2022,8,ニュージーランド,594
2022,9,ニュージーランド,817
2022,10,ニュージーランド,1825
2022,11,ニュージーランド,2613
2022,12,ニュージーランド,4754
2022,1,その他オセアニア,6
2022,2,その他オセアニア,8
2022,3,その他オセアニア,38
2022,4,その他オセアニア,75
2022,5,その他オセアニア,57
2022,6,その他オセアニア,62
2022,7,その他オセアニア,68
2022,8,その他オセアニア,95
2022,9,その他オセアニア,157
2022,10,その他オセアニア,218
2022,11,その他オセアニア,236
2022,12,その他オセアニア,146
2022,1,無国籍・その他,3
2022,2,無国籍・その他,0
2022,3,無国籍・その他,7
2022,4,無国籍・その他,3
2022,5,無国籍・その他,3
2022,6,無国籍・その他,9
2022,7,無国籍・その他,11
2022,8,無国籍・その他,9
2022,9,無国籍・その他,15
2022,10,無国籍・その他,13
2022,11,無国籍・その他,22
2022,12,無国籍・その他,23
2023,1,総数,1497472
2023,2,総数,1475455
2023,3,総数,1817616
2023,4,総数,1949236
2023,5,総数,1899176
2023,6,総数,2073441
2023,7,総数,2320694
2023,8,総数,2157190
2023,9,総数,2184442
2023,10,総数,2516623
2023,11,総数,2440890
2023,12,総数,2734115
2023,1,アジア計,1263656
2023,2,アジア計,1251346
2023,3,アジア計,1353507
2023,4,アジア計,1456068
2023,5,アジア計,1459328
2023,6,アジア計,1640066
2023,7,アジア計,1853545
2023,8,アジア計,1776457
2023,9,アジア計,1725709
2023,10,アジア計,1942257
2023,11,アジア計,1976513
2023,12,アジア計,2286450
2023,1,韓国,565251
2023,2,韓国,568622
2023,3,韓国,466810
2023,4,韓国,466987
2023,5,韓国,515717
2023,6,韓国,545089
2023,7,韓国,626830
2023,8,韓国,569092
2023,9,韓国,570369
2023,10,韓国,631124
2023,11,韓国,649877
2023,12,韓国,782726
2023,1,中国,31291
2023,2,中国,36285
2023,3,中国,75814
2023,4,中国,108295
2023,5,中国,134510
2023,6,中国,208573
2023,7,中国,313328
2023,8,中国,364228
2023,9,中国,325645
2023,10,中国,256371
2023,11,中国,258343
2023,12,中国,312474
2023,1,台湾,259340
2023,2,台湾,248493
2023,3,台湾,278902
2023,4,台湾,291564
2023,5,台湾,303343
2023,6,台湾,388976
2023,7,台湾,422356
2023,8,台湾,396346
2023,9,台湾,385259
2023,10,台湾,424857
2023,11,台湾,403498
2023,12,台湾,399500
2023,1,香港,151939
2023,2,香港,119405
2023,3,香港,144881
2023,4,香港,152819
2023,5,香港,154393
2023,6,香港,186324
2023,7,香港,216413
2023,8,香港,206267
2023,9,香港,151137
2023,10,香港,179316
2023,11,香港,200428
2023,12,香港,251080
2023,1,タイ,63431
2023,2,タイ,73292
2023,3,タイ,107975
2023,4,タイ,121022
2023,5,タイ,80728
2023,6,タイ,51351
2023,7,タイ,49613
2023,8,タイ,33166
2023,9,タイ,50492
2023,10,タイ,124558
2023,11,タイ,114108
2023,12,タイ,125822
2023,1,シンガポール,26658
2023,2,シンガポール,27078
2023,3,シンガポール,52671
2023,4,シンガポール,41982
2023,5,シンガポール,49746
2023,6,シンガポール,54568
2023,7,シンガポール,25320
2023,8,シンガポール,20276
2023,9,シンガポール,38105
2023,10,シンガポール,55116
2023,11,シンガポール,86052
2023,12,シンガポール,113695
2023,1,マレーシア,27099
2023,2,マレーシア,31992
2023,3,マレーシア,38904
2023,4,マレーシア,40244
2023,5,マレーシア,34004
2023,6,マレーシア,22009
2023,7,マレーシア,17357
2023,8,マレーシア,19206
2023,9,マレーシア,27543
2023,10,マレーシア,45162
2023,11,マレーシア,51386
2023,12,マレーシア,60806
2023,1,インドネシア,22618
2023,2,インドネシア,26802
2023,3,インドネシア,33173
2023,4,インドネシア,48667
2023,5,インドネシア,31120
2023,6,インドネシア,39276
2023,7,インドネシア,28489
2023,8,インドネシア,20792
2023,9,インドネシア,32354
2023,10,インドネシア,40260
2023,11,インドネシア,42135
2023,12,インドネシア,63696
2023,1,フィリピン,29679
2023,2,フィリピン,33934
2023,3,フィリピン,46569
2023,4,フィリピン,62794
2023,5,フィリピン,49939
2023,6,フィリピン,54227
2023,7,フィリピン,51711
2023,8,フィリピン,38627
2023,9,フィリピン,42763
2023,10,フィリピン,69225
2023,11,フィリピン,63718
2023,12,フィリピン,79107
2023,1,ベトナム,51564
2023,2,ベトナム,55847
2023,3,ベトナム,53653
2023,4,ベトナム,55193
2023,5,ベトナム,45768
2023,6,ベトナム,38873
2023,7,ベトナム,44773
2023,8,ベトナム,50945
2023,9,ベトナム,43004
2023,10,ベトナム,50456
2023,11,ベトナム,46793
2023,12,ベトナム,37047
2023,1,インド,9057
2023,2,インド,7051
2023,3,インド,14864
2023,4,インド,16272
2023,5,インド,17992
2023,6,インド,14202
2023,7,インド,13150
2023,8,インド,12826
2023,9,インド,14102
2023,10,インド,16810
2023,11,インド,16553
2023,12,インド,13515
2023,1,中東地域,4038
2023,2,中東地域,3883
2023,3,中東地域,12341
2023,4,中東地域,13814
2023,5,中東地域,8746
2023,6,中東地域,9135
2023,7,中東地域,9937
2023,8,中東地域,8701
2023,9,中東地域,13549
2023,10,中東地域,10234
2023,11,中東地域,7952
2023,12,中東地域,7223
2023,1,マカオ,1319
2023,2,マカオ,1757
2023,3,マカオ,2950
2023,4,マカオ,3299
2023,5,マカオ,4230
2023,6,マカオ,6368
2023,7,マカオ,10086
2023,8,マカオ,13546
2023,9,マカオ,5553
2023,10,マカオ,5876
2023,11,マカオ,7164
2023,12,マカオ,12104
2023,1,モンゴル,2961
2023,2,モンゴル,2058
2023,3,モンゴル,3072
2023,4,モンゴル,3230
2023,5,モンゴル,2865
2023,6,モンゴル,3833
2023,7,モンゴル,3280
2023,8,モンゴル,3344
2023,9,モンゴル,3718
2023,10,モンゴル,4016
2023,11,モンゴル,3667
2023,12,モンゴル,3872
2023,1,その他アジア,17411
2023,2,その他アジア,14847
2023,3,その他アジア,20928
2023,4,その他アジア,29886
2023,5,その他アジア,26227
2023,6,その他アジア,17262
2023,7,その他アジア,20902
2023,8,その他アジア,19095
2023,9,その他アジア,22116
2023,10,その他アジア,28876
2023,11,その他アジア,24839
2023,12,その他アジア,23783
2023,1,ヨーロッパ計,59795
2023,2,ヨーロッパ計,66818
2023,3,ヨーロッパ計,154137
2023,4,ヨーロッパ計,184400
2023,5,ヨーロッパ計,146344
2023,6,ヨーロッパ計,111169
2023,7,ヨーロッパ計,164266
2023,8,ヨーロッパ計,154174
2023,9,ヨーロッパ計,162660
2023,10,ヨーロッパ計,206637
2023,11,ヨーロッパ計,148773
2023,12,ヨーロッパ計,104259
2023,1,英国,15096
2023,2,英国,15579
2023,3,英国,34803
2023,4,英国,36527
2023,5,英国,27739
2023,6,英国,20417
2023,7,英国,26965
2023,8,英国,23837
2023,9,英国,29702
2023,10,英国,37431
2023,11,英国,29509
2023,12,英国,23877
2023,1,フランス,9771
2023,2,フランス,12251
2023,3,フランス,21223
2023,4,フランス,34421
2023,5,フランス,26754
2023,6,フランス,17714
2023,7,フランス,31132
2023,8,フランス,25866
2023,9,フランス,22034
2023,10,フランス,34356
2023,11,フランス,24182
2023,12,フランス,17732
2023,1,ドイツ,7380
2023,2,ドイツ,9302
2023,3,ドイツ,25898
2023,4,ドイツ,27362
2023,5,ドイツ,23118
2023,6,ドイツ,13655
2023,7,ドイツ,19081
2023,8,ドイツ,19999
2023,9,ドイツ,26283
2023,10,ドイツ,30893
2023,11,ドイツ,18629
2023,12,ドイツ,11810
2023,1,イタリア,4305
2023,2,イタリア,4627
2023,3,イタリア,12737
2023,4,イタリア,15619
2023,5,イタリア,11828
2023,6,イタリア,10248
2023,7,イタリア,13969
2023,8,イタリア,24113
2023,9,イタリア,14605
2023,10,イタリア,16315
2023,11,イタリア,13379
2023,12,イタリア,10560
2023,1,スペイン,3075
2023,2,スペイン,3322
2023,3,スペイン,7557
2023,4,スペイン,8302
2023,5,スペイン,8581
2023,6,スペイン,8693
2023,7,スペイン,12985
2023,8,スペイン,17283
2023,9,スペイン,13192
2023,10,スペイン,15515
2023,11,スペイン,11007
2023,12,スペイン,6361
2023,1,ロシア,1628
2023,2,ロシア,1378
2023,3,ロシア,3414
2023,4,ロシア,4421
2023,5,ロシア,2960
2023,6,ロシア,2381
2023,7,ロシア,3239
2023,8,ロシア,3355
2023,9,ロシア,4294
2023,10,ロシア,5726
2023,11,ロシア,5914
2023,12,ロシア,3255
2023,1,北欧地域,4756
2023,2,北欧地域,5218
2023,3,北欧地域,11525
2023,4,北欧地域,11571
2023,5,北欧地域,8607
2023,6,北欧地域,11389
2023,7,北欧地域,12511
2023,8,北欧地域,6442
2023,9,北欧地域,9848
2023,10,北欧地域,14428
2023,11,北欧地域,9423
2023,12,北欧地域,7252
2023,1,オランダ,2359
2023,2,オランダ,2510
2023,3,オランダ,5983
2023,4,オランダ,8250
2023,5,オランダ,6927
2023,6,オランダ,4436
2023,7,オランダ,10474
2023,8,オランダ,6185
2023,9,オランダ,8077
2023,10,オランダ,8854
2023,11,オランダ,5943
2023,12,オランダ,4488
2023,1,スイス,1757
2023,2,スイス,2211
2023,3,スイス,4895
2023,4,スイス,6887
2023,5,スイス,4790
2023,6,スイス,2999
2023,7,スイス,7016
2023,8,スイス,3588
2023,9,スイス,5205
2023,10,スイス,7176
2023,11,スイス,3925
2023,12,スイス,2946
2023,1,ベルギー,1073
2023,2,ベルギー,1338
2023,3,ベルギー,2824
2023,4,ベルギー,3903
2023,5,ベルギー,3267
2023,6,ベルギー,1890
2023,7,ベルギー,4856
2023,8,ベルギー,2407
2023,9,ベルギー,3669
2023,10,ベルギー,4581
2023,11,ベルギー,2940
2023,12,ベルギー,1604
2023,1,ポーランド,1185
2023,2,ポーランド,1377
2023,3,ポーランド,3676
2023,4,ポーランド,4708
2023,5,ポーランド,3571
2023,6,ポーランド,3195
2023,7,ポーランド,3178
2023,8,ポーランド,3606
2023,9,ポーランド,4994
2023,10,ポーランド,5252
2023,11,ポーランド,4240
2023,12,ポーランド,1652
2023,1,オーストリア,1017
2023,2,オーストリア,1085
2023,3,オーストリア,2513
2023,4,オーストリア,2446
2023,5,オーストリア,2557
2023,6,オーストリア,1456
2023,7,オーストリア,3114
2023,8,オーストリア,2589
2023,9,オーストリア,3004
2023,10,オーストリア,3321
2023,11,オーストリア,2004
2023,12,オーストリア,1254
2023,1,ポルトガル,829
2023,2,ポルトガル,858
2023,3,ポルトガル,1999
2023,4,ポルトガル,2485
2023,5,ポルトガル,2279
2023,6,ポルトガル,2009
2023,7,ポルトガル,2608
2023,8,ポルトガル,3019
2023,9,ポルトガル,2819
2023,10,ポルトガル,3544
2023,11,ポルトガル,2884
2023,12,ポルトガル,2479
2023,1,アイルランド,1031
2023,2,アイルランド,1086
2023,3,アイルランド,2306
2023,4,アイルランド,2539
2023,5,アイルランド,2004
2023,6,アイルランド,1877
2023,7,アイルランド,2068
2023,8,アイルランド,1621
2023,9,アイルランド,2287
2023,10,アイルランド,2678
2023,11,アイルランド,2069
2023,12,アイルランド,1419
2023,1,その他ヨーロッパ,4533
2023,2,その他ヨーロッパ,4676
2023,3,その他ヨーロッパ,12784
2023,4,その他ヨーロッパ,14959
2023,5,その他ヨーロッパ,11362
2023,6,その他ヨーロッパ,8810
2023,7,その他ヨーロッパ,11070
2023,8,その他ヨーロッパ,10264
2023,9,その他ヨーロッパ,12647
2023,10,その他ヨーロッパ,16567
2023,11,その他ヨーロッパ,12725
2023,12,その他ヨーロッパ,7570
2023,1,アフリカ計,2185
2023,2,アフリカ計,1997
2023,3,アフリカ計,2897
2023,4,アフリカ計,2811
2023,5,アフリカ計,3013
2023,6,アフリカ計,2732
2023,7,アフリカ計,3548
